cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,avg_life_Q1,avg_life_Q2,avg_life_Q3,avg_life_Q4,avg_life_M,avg_life_F,avg_life_all
13103,Bardstown,66605,21,Kentucky,KY,82.764557,83.265404,85.503357,85.924095,83.969475,84.478523,87.80793,88.009743,75.294083,75.874146,79.711639,80.243629,83.108505,83.520805,85.212158,85.473648,79.2995475,82.84568,83.769327,86.62586975,81.05482663,85.2153855,83.13510606
13200,Owensboro,177640,21,Kentucky,KY,81.00621,81.49511,84.11734,84.533905,85.874702,86.201576,85.126854,85.602203,75.078972,75.608452,79.790916,80.251495,81.932785,82.316856,81.453293,81.955292,78.297186,82.173414,84.08147975,83.5344105,79.79850763,84.2447375,82.02162256
13300,Findlay,246623,39,Ohio,OH,81.013779,81.349289,84.410057,84.716507,85.647629,85.975563,86.560188,86.844513,75.373199,75.710129,80.728622,81.069962,82.014282,82.386497,85.053841,85.334526,78.361599,82.731287,84.00599275,85.948267,80.95888225,84.56469063,82.76178644
13400,Lima,260393,39,Ohio,OH,80.501808,80.950699,84.431366,84.876175,85.996109,86.372879,86.470009,86.78933,74.787262,75.283691,79.932159,80.43148,82.291832,82.718544,84.99472,85.31826,77.880865,82.417795,84.344841,85.89307975,80.7197435,84.54854688,82.63414519
13501,Toledo,834343,39,Ohio,OH,80.225655,80.787041,83.7799,84.191704,85.500046,85.860245,87.250153,87.508926,74.340523,74.948532,79.182602,79.629524,82.23288,82.619377,83.861908,84.19014,77.57543775,81.6959325,84.053137,85.70278175,80.12568575,84.38795875,82.25682225
13502,Defiance,98981,39,Ohio,OH,81.745888,81.958862,84.289322,84.641418,85.847435,86.141701,89.134216,89.270096,74.750801,75.020226,80.309303,80.69059,82.218712,82.563583,85.326019,85.541405,78.36894425,82.48265825,84.19285775,87.317934,80.80257988,85.37861725,83.09059856
13600,South Bend,657906,18,Indiana,IN,80.534714,81.143379,83.114716,83.57711,85.477989,85.850502,87.171928,87.437149,74.563728,75.227432,79.460594,79.92852,82.633842,83.023514,84.680756,84.989075,77.86731325,81.520235,84.24646175,86.069727,80.56343263,84.28843588,82.42593425
13700,Concord,372184,18,Indiana,IN,80.774719,81.255432,83.90889,84.261497,85.976433,86.27108,87.608421,87.857513,74.833672,75.317474,80.005386,80.374687,81.492065,81.862793,83.933426,84.255791,78.04532425,82.137615,83.90059275,85.91378775,80.25941175,84.73924813,82.49932994
13800,Wayne,129528,18,Indiana,IN,81.095398,81.352615,84.455338,84.762787,84.191864,84.62796,87.159492,87.467613,74.840706,75.096405,79.675858,80.04863,82.863632,83.241348,83.881783,84.274124,78.096281,82.23565325,83.731201,85.695753,80.49031075,84.38913338,82.43972206
13900,Center,192308,18,Indiana,IN,79.319572,79.815605,83.956444,84.347961,84.896782,85.251297,87.706802,87.899979,73.88501,74.433609,79.040436,79.480637,82.080376,82.455093,83.342003,83.677589,76.863449,81.7063695,83.670887,85.65659325,79.79934413,84.14930525,81.97432469
14000,Muncie,415487,18,Indiana,IN,80.557831,81.10067,83.243042,83.675385,85.682541,86.064377,85.944984,86.298393,73.080185,73.69162,79.734077,80.196342,81.594048,82.037323,84.393654,84.726707,77.1075765,81.7122115,83.84457225,85.3409345,79.9317445,84.07090288,82.00132369
14100,Fort Wayne,557161,18,Indiana,IN,80.684975,81.268562,84.315613,84.656593,85.635063,85.972946,87.798195,88.022545,75.315971,75.922211,79.872375,80.269173,82.231827,82.626083,84.863831,85.155037,78.29792975,82.2784385,84.11647975,86.459902,80.7820635,84.7943115,82.7881875
14200,Indianapolis,1507346,18,Indiana,IN,79.780151,80.560585,83.116325,83.565933,85.20108,85.611633,87.087265,87.407181,73.836914,74.645576,78.621292,79.129562,82.14267,82.594078,84.353645,84.74501,77.2058065,81.108278,83.88736525,85.89827525,80.00859338,84.04126913,82.02493125
14300,Columbus,163284,18,Indiana,IN,80.396378,80.860718,83.343346,83.739754,85.655853,85.952553,86.199547,86.510124,73.861771,74.334923,78.685623,79.127647,81.563789,81.934998,83.319069,83.68367,77.3634475,81.2240925,83.77679825,84.9281025,79.56393625,84.08228413,81.82311019
14400,Terre Haute,261832,18,Indiana,IN,78.463211,79.018005,82.757072,83.228195,84.423744,84.824333,87.766197,87.920151,73.440926,74.007301,79.15654,79.637474,82.13768,82.540665,84.401054,84.645401,76.23236075,81.19482025,83.4816055,86.18320075,79.99588013,83.5501135,81.77299681
14500,Lafayette,347966,18,Indiana,IN,80.071617,80.603897,83.308868,83.674263,85.379478,85.71019,87.743935,87.883476,73.683235,74.218452,79.478714,79.873581,82.39933,82.770103,84.759171,84.980293,77.14430025,81.5838565,84.06477525,86.34171875,80.27035988,84.2969655,82.28366269
14600,Bloomington,280923,18,Indiana,IN,81.037849,81.438721,84.899742,85.245583,85.264503,85.57724,87.611801,87.882027,75.062874,75.519188,79.606071,80.04818,82.055801,82.428123,83.842758,84.225204,78.264658,82.449894,83.83141675,85.8904475,80.34852488,84.86968325,82.60910406
14700,Evansville,388604,18,Indiana,IN,81.195175,81.712631,83.559624,84.006081,85.071655,85.491585,86.73175,86.995346,74.155884,74.753983,79.65538,80.124252,82.848938,83.266075,84.249237,84.553917,77.95441825,81.83633425,84.16956325,85.6325625,80.45095825,84.34548088,82.39821956
14801,Olney,55642,17,Illinois,IL,80.931938,81.371284,84.077362,84.458267,84.862244,85.3004,86.86013,87.092064,74.964447,75.440369,79.689819,80.159126,83.618797,83.988914,86.456352,86.64402,78.1770095,82.0961435,84.44258875,86.7631415,81.3702305,84.36921113,82.86972081
14802,Vincennes,54708,18,Indiana,IN,78.911591,79.450378,84.493004,84.805428,86.887749,87.178505,86.598,86.973938,73.334755,73.884293,78.301147,78.734673,82.986137,83.38736,82.933098,83.291641,76.39525425,81.583563,85.10993775,84.94916925,79.606638,84.41232413,82.00948106
14900,Gary,675971,18,Indiana,IN,80.161972,80.676788,82.626907,83.060692,84.785133,85.093079,85.864944,86.122772,73.64476,74.184868,77.916672,78.321457,81.070786,81.365959,82.863708,83.123917,77.167097,80.481432,83.07873925,84.49383525,79.06151588,83.54903588,81.30527588
15000,Canton,700866,39,Ohio,OH,81.904114,82.420998,84.758919,85.149353,86.565811,86.903961,87.791061,88.045265,75.917999,76.502769,80.672859,81.119522,82.895973,83.305939,84.905708,85.227303,79.18647,82.92516325,84.917921,86.49233425,81.318509,85.44243525,83.38047213
15100,Lorain,423702,39,Ohio,OH,80.749771,81.039795,83.320778,83.687042,84.559929,84.943527,87.314766,87.583405,74.303947,74.631104,79.7845,80.161682,82.073463,82.461357,85.011635,85.315132,77.68115425,81.7385005,83.509569,86.3062345,80.4678525,84.14987663,82.30886456
15200,Cleveland,2661167,39,Ohio,OH,80.956062,81.788696,83.733002,84.269203,85.6549,86.094315,87.598648,87.872932,75.100838,76.015694,79.804054,80.38147,82.680344,83.153481,85.316551,85.644386,78.4653225,82.04693225,84.39576,86.60812925,81.01210225,84.74596975,82.879036
15300,Parkersburg,202967,54,West Virginia,WV,80.804184,81.245529,83.63958,84.076775,85.717117,86.091919,86.900314,87.132996,75.593681,76.05291,80.883728,81.329536,82.281662,82.717224,85.407593,85.677734,78.424076,82.48240475,84.2019805,86.27965925,81.2430085,84.45105175,82.84703013
15400,Zanesville,188410,39,Ohio,OH,81.072937,81.586273,84.193466,84.609131,84.907318,85.305458,87.304932,87.558113,75.609482,76.179451,80.113281,80.593391,82.665451,83.064919,83.872993,84.25145,78.61203575,82.37731725,83.9857865,85.746872,80.79380225,84.5672035,82.68050288
15500,Weirton,132008,39,Ohio,OH,81.356209,81.800751,83.681145,84.100006,84.472664,84.945099,85.781342,86.217308,73.619354,74.173698,79.335419,79.792442,81.186432,81.682022,81.514488,81.988129,77.737503,81.727253,83.07155425,83.87531675,79.161498,84.0443155,81.60290675
15600,Wheeling,195637,54,West Virginia,WV,80.800438,81.295364,83.381203,83.818672,85.059441,85.466728,86.628052,86.931107,75.052734,75.56871,79.932785,80.376396,82.800636,83.195129,84.345528,84.648148,78.1793115,81.877264,84.1304835,85.63820875,80.74000825,84.17262563,82.45631694
15700,Scioto,225682,39,Ohio,OH,81.458435,81.902649,83.822258,84.243088,84.491089,84.886406,87.465126,87.714844,74.79142,75.32058,78.315628,78.821777,81.768105,82.18499,82.165367,82.568161,78.368271,81.30068775,83.3326475,84.9783745,79.4920035,84.49798688,81.99499519
15800,Athens,142321,39,Ohio,OH,81.985626,82.389999,83.438728,83.893585,85.965202,86.330711,86.881859,87.117081,76.27803,76.735306,79.777756,80.230453,82.454063,82.856621,83.679115,83.998642,79.34724025,81.8351305,84.40164925,85.41917425,80.75124825,84.75034888,82.75079856
15900,Columbus,1663807,39,Ohio,OH,80.228218,80.911133,83.749451,84.200493,85.22905,85.611549,87.617783,87.83696,74.68441,75.443382,79.529701,80.054054,82.463158,82.898682,84.856895,85.172722,77.81678575,81.88342475,84.05060975,86.37109,80.6378755,84.42307963,82.53047756
16000,Mansfield,326186,39,Ohio,OH,81.360519,81.889633,84.202606,84.610481,86.653587,86.975563,86.863754,87.137726,74.818253,75.437027,79.885201,80.337326,82.316803,82.731323,84.271172,84.582848,78.376358,82.2589035,84.669319,85.713875,80.54749413,84.96173363,82.75461388
16100,State College,310658,42,Pennsylvania,PA,82.946594,83.322868,84.776634,85.156372,87.296318,87.585289,88.637787,88.813065,76.340103,76.810577,81.88913,82.273018,83.779106,84.118126,85.425919,85.696846,79.8550355,83.5237885,85.69470975,87.14340425,82.04160313,86.06686588,84.0542345
16200,Altoona,411749,42,Pennsylvania,PA,82.863358,83.259979,84.727119,85.130348,86.405693,86.771561,87.884941,88.067734,76.412613,76.88974,81.042694,81.477287,84.08374,84.448288,85.450699,85.704399,79.8564225,83.094362,85.4273205,86.77694325,81.9386825,85.63884163,83.78876206
16300,Pittsburgh,2561364,42,Pennsylvania,PA,81.341438,81.952988,84.391266,84.836014,85.778221,86.166588,87.440659,87.665443,75.269127,75.942711,80.163734,80.657692,83.004456,83.414391,85.019562,85.304565,78.626566,82.5121765,84.590914,86.35755725,81.09702975,84.94657713,83.02180344
16400,Youngstown,809682,39,Ohio,OH,81.653099,82.227303,84.312027,84.752998,85.938744,86.344597,86.597755,86.920128,75.286186,75.932602,79.948151,80.434685,83.018875,83.44619,84.261185,84.612061,78.7747975,82.36196525,84.6871015,85.59778225,80.86749188,84.84333138,82.85541163
16500,Erie,659098,42,Pennsylvania,PA,81.643066,82.037865,84.440742,84.829475,86.104347,86.456284,87.68177,87.962708,75.810501,76.254364,80.774857,81.193794,82.423103,82.833992,84.745598,85.095764,78.936449,82.809717,84.4544315,86.37146,81.14149663,85.14453213,83.14301438
16600,Roanoke,468038,51,Virginia,VA,80.901421,81.579834,84.851021,85.254166,86.264122,86.608948,87.691269,87.941277,74.948669,75.694115,79.571144,80.078072,83.095688,83.493423,85.124367,85.437996,78.28100975,82.43860075,84.86554525,86.54872725,80.93043425,85.13650725,83.03347075
16701,Elkins,60271,54,West Virginia,WV,82.350845,82.731552,83.485519,83.876572,86.475441,86.843468,87.534134,87.887161,77.376335,77.814941,80.244949,80.665718,82.812225,83.250488,83.385132,83.818314,80.06841825,82.0681895,84.8454055,85.65618525,81.17101275,85.1480865,83.15954963
16702,Morgantown,259942,54,West Virginia,WV,81.678673,82.116875,84.690163,85.057686,86.123146,86.454498,87.368095,87.525307,75.857811,76.350243,80.57753,80.989929,83.246353,83.608688,84.434555,84.678635,79.0009005,82.828827,84.85817125,86.001648,81.217968,85.12680538,83.17238669
16703,Buckhannon,40323,54,West Virginia,WV,81.84108,82.258537,85.282021,85.649689,84.983276,85.38134,88.457375,88.629478,77.890984,78.326164,81.016479,81.429596,83.805046,84.151817,82.236404,82.548737,80.07919125,83.34444625,84.58036975,85.4679985,81.42565338,85.3103495,83.36800144
16801,Beckley,174251,54,West Virginia,WV,81.69191,82.226791,83.87674,84.317039,86.648773,86.994125,85.881622,86.127197,76.423508,77.004013,79.536621,80.003967,83.103966,83.503502,84.468544,84.729507,79.3365555,81.93359175,85.0625915,85.3017175,81.0967035,84.72052463,82.90861406
16802,Summersville,58143,54,West Virginia,WV,82.313965,82.716576,83.047646,83.516052,84.076965,84.507561,86.478065,86.752014,76.647095,77.110115,82.694069,83.112656,82.992035,83.35112,87.251442,87.494835,79.69693775,83.09260575,83.73192025,86.994089,82.58167088,84.1761055,83.37888819
16901,Charleston,347345,54,West Virginia,WV,80.27494,80.814674,83.540123,83.9869,85.205353,85.616219,86.301628,86.535858,74.159294,74.732925,79.870842,80.327423,82.17276,82.612778,84.575928,84.82473,77.49545825,81.931322,83.9017775,85.559536,80.409585,84.03446188,82.22202344
17000,Pikeville,204354,21,Kentucky,KY,81.404022,81.867325,82.549835,82.968369,84.498459,84.91832,83.61412,83.933174,75.535416,76.01355,78.67054,79.092857,81.721992,82.160316,83.780693,84.070457,78.70507825,80.82040025,83.32477175,83.849611,80.13072763,83.219203,81.67496531
17100,Huntington,344380,21,Kentucky,KY,81.466866,81.934013,83.648544,84.064613,84.810387,85.225998,86.735695,87.005058,74.954178,75.468094,79.911194,80.343483,82.484505,82.891266,84.737564,85.024879,78.45578775,81.9919585,83.853039,85.875799,80.72689538,84.36139675,82.54414606
17200,Harrisonburg,174641,51,Virginia,VA,82.399872,82.773209,85.26841,85.645325,86.488968,86.805061,88.070549,88.272064,76.840637,77.250839,81.083046,81.490929,83.433601,83.796631,86.235878,86.456032,79.81613925,83.3719275,85.13106525,87.25863075,82.07344913,85.71543225,83.89444069
17300,Staunton,188559,51,Virginia,VA,81.475533,82.067482,84.349655,84.760078,85.692368,86.065109,87.462822,87.807846,75.350945,76.014458,80.606628,81.072693,83.057533,83.454109,86.08622,86.412636,78.7271045,82.6972635,84.56727975,86.942381,81.50690275,84.96011163,83.23350719
17400,Hagerstown,408535,42,Pennsylvania,PA,81.125946,81.55851,83.987534,84.374916,86.17691,86.489532,87.259277,87.458069,74.627258,75.20768,80.039909,80.483398,82.980659,83.352463,84.602814,84.905075,78.1298485,82.22143925,84.749891,86.05630875,80.774907,84.80383675,82.78937188
17501,Cumberland,155822,24,Maryland,MD,82.216232,82.631805,84.792824,85.232246,87.111671,87.444176,87.683022,87.86097,76.384155,76.869087,81.497498,81.940857,82.885681,83.303909,85.920479,86.111801,79.52531975,83.36585625,85.18635925,86.894068,81.86418338,85.62161825,83.74290081
17502,Winchester,115649,51,Virginia,VA,80.174568,80.713226,84.410912,84.806831,84.291031,84.637543,87.463173,87.689224,74.827629,75.352882,79.327316,79.80455,81.974968,82.346443,85.782303,86.003563,77.76707625,82.08740225,83.31249625,86.73456575,80.67745675,84.2733135,82.47538513
17600,Charlottesville,273489,51,Virginia,VA,81.430138,82.273476,84.109314,84.591644,85.835999,86.295235,88.412125,88.574753,76.109695,77.050499,80.459038,81.013138,83.461548,83.938423,86.360062,86.618874,79.215952,82.5432835,84.88280125,87.4914535,81.87640963,85.1903355,83.53337256
17700,Syracuse,1080612,36,New York,NY,81.214684,81.652855,84.263794,84.623703,86.051231,86.389374,88.045982,88.263901,76.35614,76.8265,80.109566,80.530075,83.184586,83.568687,85.796944,86.072296,79.01254475,82.3817845,84.7984695,87.04478075,81.55559925,85.0631905,83.30939488
17800,Oneonta,161132,36,New York,NY,81.731056,82.151329,83.652367,84.058945,86.795952,87.079025,87.690842,87.949203,77.508743,77.922974,81.202492,81.59433,83.522156,83.856499,84.527473,84.844109,79.8285255,82.6270335,85.313408,86.25290675,81.872347,85.13858988,83.50546844
17900,Union,294558,36,New York,NY,82.150253,82.498047,83.517632,83.898697,86.282776,86.617615,87.783524,87.978485,76.193306,76.593063,81.699905,82.050507,83.917526,84.263847,85.906044,86.140244,79.35866725,82.79168525,85.270441,86.95207425,82.09555525,85.09087863,83.59321694
18000,Buffalo,2369699,36,New York,NY,81.75666,82.255196,84.09726,84.524155,85.897209,86.239944,87.555916,87.788208,75.996262,76.554451,80.165787,80.626648,83.133369,83.510231,85.500877,85.771553,79.14064225,82.3534625,84.69518825,86.6541385,81.40739725,85.0143185,83.21085788
18100,Elmira,346894,36,New York,NY,82.158058,82.564278,83.351227,83.789558,86.442642,86.752731,88.90255,89.034706,76.888489,77.342056,80.932999,81.354492,83.981377,84.335114,85.884949,86.134911,79.73822025,82.357069,85.377966,87.489279,82.10679838,85.37446875,83.74063356
18201,Olean,197898,36,New York,NY,81.802475,82.251556,83.442589,83.855598,86.037453,86.374184,87.921577,88.178764,75.696632,76.175896,81.123955,81.521851,82.447929,82.847694,85.480721,85.769318,78.98163975,82.48599825,84.426815,86.837595,81.3829995,84.9830245,83.183012
18202,St. Marys,41086,42,Pennsylvania,PA,82.064293,82.463997,83.849648,84.291595,87.496796,87.758087,87.219307,87.540421,74.732193,75.198914,80.694946,81.142738,84.621353,84.9487,85.660118,85.983101,78.61484925,82.49473175,86.206234,86.60073675,81.62275788,85.335518,83.47913794
18300,Watertown,250613,36,New York,NY,82.127396,82.516075,84.655495,85.006355,85.853119,86.191986,87.308174,87.570023,76.284958,76.73584,80.333214,80.759911,83.257332,83.603119,85.842201,86.113075,79.41606725,82.68874375,84.726389,86.70836825,81.61620625,85.15357788,83.38489206
18400,Plattsburgh,169879,36,New York,NY,82.461349,82.825264,83.806808,84.242455,86.883179,87.16684,88.480896,88.701492,77.212914,77.644806,80.442352,80.876823,83.867836,84.184959,84.384254,84.717537,80.03608325,82.3421095,85.5257035,86.57104475,81.66643513,85.57103538,83.61873525
18500,Amsterdam,110160,36,New York,NY,81.2789,81.556602,83.776772,84.143082,86.177185,86.482475,87.736504,87.892036,76.276695,76.563004,80.376396,80.759453,83.129883,83.473663,85.759415,86.0019,78.91880025,82.26392575,84.8158015,86.84746375,81.54255113,84.8804445,83.21149781
18600,Albany,1061509,36,New York,NY,81.294289,81.691017,83.775429,84.19162,85.637772,85.961525,87.49601,87.675301,75.774277,76.236786,79.797981,80.254456,83.205643,83.565384,85.570007,85.816025,78.74909225,82.0048715,84.592581,86.63933575,81.27756988,84.71537038,82.99647013
18700,Sunbury,191962,42,Pennsylvania,PA,82.342041,82.752151,86.076408,86.372353,86.319801,86.674469,88.835861,89.020226,75.169319,75.647461,80.283661,80.720009,83.046684,83.398201,85.006401,85.295464,78.977743,83.36310775,84.85978875,87.039488,81.0709,86.04916375,83.56003188
18800,Scranton,857487,42,Pennsylvania,PA,81.863853,82.17009,84.137329,84.455254,85.736359,86.057251,87.187088,87.399132,75.219398,75.584442,79.403313,79.779793,82.367981,82.725632,84.026558,84.306976,78.70944575,81.94392225,84.22180575,85.7299385,80.42676163,84.8757945,82.65127806
18900,Williamsport,227275,42,Pennsylvania,PA,81.920708,82.350288,85.099838,85.468025,85.606087,85.957954,89.012238,89.201637,75.976494,76.470253,80.385902,80.830292,83.086761,83.466606,83.995216,84.359024,79.17943575,82.94601425,84.529352,86.64202875,81.0713185,85.57709688,83.32420769
19000,Allentown,637958,42,Pennsylvania,PA,82.387383,82.246986,84.640984,84.871643,86.494049,86.720131,88.335152,88.468674,75.756905,75.642075,80.393578,80.660927,83.050995,83.332405,85.397568,85.612129,79.00833725,82.641783,84.899395,86.95338075,81.23082275,85.52062525,83.375724
19100,Reading,1114959,42,Pennsylvania,PA,81.856583,81.927116,84.842529,85.072838,86.515015,86.791183,88.341171,88.545876,75.79071,75.855766,80.562035,80.856827,83.478584,83.798744,85.101135,85.398689,78.85754375,82.83355725,85.1458815,86.84671775,81.35531125,85.48653888,83.42092506
19200,Harrisburg,1051424,42,Pennsylvania,PA,81.330154,81.755463,84.670021,85.013664,86.187233,86.513031,87.688881,87.880943,75.355064,75.83329,79.931633,80.359627,82.686249,83.079979,85.138985,85.408401,78.56849275,82.49373625,84.616623,86.5293025,80.9741535,85.12992375,83.05203863
19300,Poughkeepsie,873232,36,New York,NY,82.028633,82.155998,83.696129,83.933189,86.050629,86.202477,87.895386,87.963028,76.889656,77.123199,79.82486,80.107513,82.523003,82.757202,85.054779,85.208282,79.5493715,81.89042275,84.38332775,86.53036875,81.18606175,84.99068363,83.08837269
19400,New York City,11781395,36,New York,NY,84.930588,83.999229,85.095085,84.470085,85.815247,85.394089,87.843864,87.615341,80.371284,79.5093,81.196739,80.691925,82.682594,82.411766,85.559525,85.482567,82.20260025,82.8634585,84.075924,86.62532425,82.2382125,85.645441,83.94182675
19500,Toms River,1126217,34,New Jersey,NJ,82.125252,82.32766,83.116714,83.369408,85.522713,85.747932,87.098228,87.217438,76.190269,76.437622,79.306763,79.582848,81.941971,82.229195,84.550804,84.757751,79.27020075,81.34393325,83.86045275,85.90605525,80.62465288,84.56566813,82.5951605
19600,Newark,5822286,34,New Jersey,NJ,83.752998,83.246513,84.66124,84.305534,85.43383,85.152428,87.733459,87.435715,78.685905,78.180969,80.653183,80.361916,82.380028,82.223366,85.272423,85.159126,80.96659625,82.49546825,83.797413,86.40018075,81.6146145,85.21521463,83.41491456
19700,Philadelphia,5602247,42,Pennsylvania,PA,80.954437,81.42437,83.516884,83.949142,85.150627,85.473785,87.348778,87.518051,75.551422,76.05439,79.010239,79.497192,81.751602,82.13324,85.070557,85.313652,78.49615475,81.49336425,83.6273135,86.3127595,80.54778675,84.41700925,82.482398
19800,Wilmington,586216,10,Delaware,DE,80.412231,81.194481,83.498917,84.009956,85.13002,85.594543,87.756592,87.810387,74.373421,75.216393,78.933548,79.498123,81.909866,82.418541,84.984177,85.143654,77.7991315,81.485136,83.7632425,86.4237025,80.30971538,84.42589088,82.36780313
19901,Dover,439269,10,Delaware,DE,81.283615,81.915039,83.46714,83.995117,85.866035,86.229027,86.970352,87.257103,75.407387,76.180618,79.928513,80.506912,82.341499,82.776047,84.62989,84.989906,78.69666475,81.9744205,84.303152,85.96181275,80.8450965,84.6229285,82.7340125
19902,Easton,154018,24,Maryland,MD,80.502571,81.395706,82.938278,83.463371,85.091957,85.648659,87.822983,88.14225,76.375725,77.325836,78.893318,79.441719,81.488136,82.062866,85.236526,85.595886,78.8999595,81.1841715,83.5729045,86.69941125,80.8025015,84.37572188,82.58911169
19903,Chincoteague,51398,51,Virginia,VA,80.451096,81.523003,84.404243,85.183395,84.683617,85.132675,86.552681,86.944351,74.886108,75.986694,81.363335,82.173584,81.52211,82.012886,83.248848,83.722771,78.21172525,83.28113925,83.337822,85.11716275,80.614542,84.35938263,82.48696231
20001,Bangor,289843,23,Maine,ME,83.160202,83.553185,85.106926,85.437569,86.305107,86.649521,87.83844,88.083267,77.165558,77.634529,80.696259,81.103607,84.454712,84.810326,86.121498,86.413063,80.3783685,83.08609025,85.5549165,87.114067,82.299944,85.76677713,84.03336056
20002,Calais,33941,23,Maine,ME,82.41925,82.810547,83.900543,84.347885,86.778236,87.107887,83.935654,84.307899,77.397926,77.825378,78.948219,79.429321,82.543739,82.967079,83.369133,83.589409,80.11327525,81.656492,84.84923525,83.80052375,80.7587755,84.45098763,82.60488156
20003,Presque Isle,73938,23,Maine,ME,82.269806,82.703445,84.002167,84.409515,86.54332,86.915291,89.729034,89.934868,76.988754,77.438629,82.013618,82.404633,85.005287,85.348862,86.58197,86.857719,79.8501585,83.20748325,85.95319,88.27589775,82.829934,85.81343075,84.32168238
20100,Portland,690459,23,Maine,ME,82.770081,83.123497,84.961441,85.307678,86.852165,87.163132,88.410973,88.667442,77.196609,77.616577,81.414589,81.810959,83.528206,83.908958,86.572533,86.849464,80.176691,83.37366675,85.36311525,87.625103,82.36223688,85.90705113,84.134644
20200,Burlington,321496,50,Vermont,VT,82.885307,83.291977,85.492546,85.761742,86.430878,86.742249,88.901207,89.089149,77.364899,77.842651,80.740166,81.109764,84.467232,84.797668,86.089615,86.380348,80.3462085,83.2760545,85.60950675,87.61507975,82.34904288,86.07438188,84.21171238
20301,Berlin,95549,50,Vermont,VT,81.863968,82.309395,85.035515,85.383575,86.520622,86.865372,89.810394,90.020424,77.524796,77.966072,81.954842,82.345322,83.778816,84.143661,85.837677,86.16037,79.91605775,83.6798135,85.32711775,87.95721625,82.4639445,85.97615813,84.22005131
20302,Claremont,265884,50,Vermont,VT,82.029259,82.428253,84.491943,84.883324,86.654045,86.974434,89.116112,89.325233,77.75872,78.190132,81.822586,82.200592,84.084709,84.440231,85.98307,86.28952,80.101591,83.34961125,85.53835475,87.67848375,82.596195,85.73782538,84.16701019
20401,Providence,1582997,44,Rhode Island,RI,83.086044,83.114128,85.090614,85.313156,86.465286,86.725273,87.892723,88.091278,77.042267,77.135361,80.524368,80.811874,82.959084,83.286018,85.298691,85.56218,80.09445,82.935003,84.85891525,86.711218,81.57748038,85.72231275,83.64989656
20500,Boston,4974945,25,Massachusetts,MA,83.182976,83.007652,84.254288,84.414711,86.019547,86.168839,87.920441,88.045525,78.150635,78.088181,80.490997,80.730499,82.942421,83.194084,85.630806,85.852676,80.607361,82.47262375,84.58122275,86.862362,81.88503738,85.37674738,83.63089238
20600,Manchester,1193391,33,New Hampshire,NH,82.26226,82.615463,84.731804,85.048721,86.494781,86.761841,87.600288,87.838936,76.773621,77.166985,80.680771,81.053474,82.862511,83.21257,85.734268,86.01944,79.70458225,82.8786925,84.83292575,86.798233,81.687955,85.41926175,83.55360838
20700,Keene,118041,33,New Hampshire,NH,82.576904,83.018311,85.529449,85.819107,84.672798,85.048126,86.443962,86.849083,76.645103,77.118431,81.247482,81.633759,83.336929,83.680389,85.181145,85.553162,79.83968725,83.55744925,84.1845605,86.006838,81.79955,84.9947175,83.39713375
20800,Springfield,680014,25,Massachusetts,MA,82.999298,82.652077,84.429268,84.660912,86.460899,86.748222,87.904839,88.113251,77.627396,77.336372,80.486679,80.779945,83.056976,83.40168,86.049553,86.304253,80.15378575,82.589201,84.91694425,87.092974,81.88035675,85.49609575,83.68822625
20901,Bridgeport,3405565,9,Connecticut,CT,82.611183,82.556953,84.401299,84.575966,86.087318,86.283264,87.94558,88.114456,77.372452,77.370285,80.43161,80.646774,82.977402,83.234116,85.785011,86.016739,79.97771825,82.51391225,84.645525,86.9654465,81.72929863,85.32200238,83.5256505
20902,Pittsfield,171947,25,Massachusetts,MA,83.574806,83.892471,84.988571,85.375557,86.719505,87.057884,88.661316,88.826668,78.196548,78.603432,80.729073,81.183533,84.466682,84.815948,85.850639,86.090355,81.06681425,83.0691835,85.76500475,87.3572445,82.49202625,86.13709725,84.31456175
21001,Ashland,47701,55,Wisconsin,WI,81.640533,82.134232,85.008354,85.312996,87.608131,87.925758,83.161469,83.719658,76.709686,77.178261,81.925316,82.278122,83.239235,83.662926,86.004303,86.373665,79.415678,83.631197,85.6090125,84.81477375,82.17143925,84.56389138,83.36766531
21002,Houghton,47063,26,Michigan,MI,82.38868,82.807335,83.429764,83.90377,88.309875,88.483421,87.75869,88.051964,76.40699,76.866783,81.523537,81.929543,83.967484,84.300285,83.141655,83.596291,79.617447,82.6966535,86.26526625,85.63715,81.466571,85.64168738,83.55412919
21003,Ironwood,32049,26,Michigan,MI,80.634468,81.137688,86.579956,86.844177,83.477661,83.977066,91.000053,91.061981,76.645111,77.123482,79.085129,79.553146,83.24192,83.622559,82.015778,82.390732,78.88518725,83.015602,83.5798015,86.617136,80.45973213,85.58913125,83.02443169
21004,Rhinelander,67833,55,Wisconsin,WI,81.403748,81.855652,84.957649,85.331924,85.684929,86.066559,88.613312,88.815689,76.360832,76.840759,82.752823,83.108521,84.067192,84.428856,86.71405,86.974655,79.11524775,84.03772925,85.061884,87.7794265,82.655961,85.34118275,83.99857188
